,var.features,ID
DNAJB4,NA,ENSG00000162616
GIPC2,NA,ENSG00000137960
PTGFR,NA,ENSG00000122420
IFI44L,NA,ENSG00000137959
IFI44,NA,ENSG00000137965
ADGRL4,NA,ENSG00000162618
ADGRL2,NA,ENSG00000117114
ENSG00000233290,ENSG00000233290,ENSG00000233290
LINC01361,NA,ENSG00000236268
LINC01725,NA,ENSG00000233008
TTLL7,NA,ENSG00000137941
TTLL7-IT1,NA,ENSG00000233061
PRKACB,NA,ENSG00000142875
SAMD13,NA,ENSG00000203943
RPF1,NA,ENSG00000117133
GNG5,NA,ENSG00000174021
SPATA1,NA,ENSG00000122432
CTBS,NA,ENSG00000117151
SSX2IP,NA,ENSG00000117155
LPAR3,NA,ENSG00000171517
DNAI3,NA,ENSG00000162643
MCOLN3,NA,ENSG00000055732
SYDE2,NA,ENSG00000097096
C1orf52,NA,ENSG00000162642
BCL10,NA,ENSG00000142867
BCL10-AS1,NA,ENSG00000223653
DDAH1,NA,ENSG00000153904
ENSG00000282057,NA,ENSG00000282057
CCN1,NA,ENSG00000142871
ZNHIT6,NA,ENSG00000117174
COL24A1,NA,ENSG00000171502
LINC02795,NA,ENSG00000285210
ODF2L,NA,ENSG00000122417
CLCA4,NA,ENSG00000016602
CLCA4-AS1,NA,ENSG00000236915
SH3GLB1,NA,ENSG00000097033
SELENOF,NA,ENSG00000183291
HS2ST1,NA,ENSG00000153936
LMO4,NA,ENSG00000143013
PKN2-AS1,PKN2-AS1,ENSG00000237505
PKN2,NA,ENSG00000065243
GTF2B,NA,ENSG00000137947
KYAT3,NA,ENSG00000137944
RBMXL1,NA,ENSG00000213516
GBP3,NA,ENSG00000117226
GBP1,NA,ENSG00000117228
GBP2,NA,ENSG00000162645
ENSG00000286802,NA,ENSG00000286802
GBP4,NA,ENSG00000162654
GBP5,NA,ENSG00000154451
GBP1P1,NA,ENSG00000290525
ENSG00000286548,NA,ENSG00000286548
LRRC8B,NA,ENSG00000197147
LRRC8C-DT,NA,ENSG00000231999
LRRC8C,NA,ENSG00000171488
ENSG00000231613,NA,ENSG00000231613
LRRC8D,NA,ENSG00000171492
ZNF326,NA,ENSG00000162664
LINC02609,NA,ENSG00000233593
ZNF644,NA,ENSG00000122482
HFM1,NA,ENSG00000162669
CDC7,NA,ENSG00000097046
TGFBR3,NA,ENSG00000069702
BRDT,NA,ENSG00000137948
EPHX4,NA,ENSG00000172031
BTBD8,NA,ENSG00000189195
GLMN,NA,ENSG00000174842
RPAP2,NA,ENSG00000122484
EVI5,NA,ENSG00000067208
RPL5,RPL5,ENSG00000122406
DIPK1A,NA,ENSG00000154511
MTF2,NA,ENSG00000143033
TMED5,NA,ENSG00000117500
CCDC18,NA,ENSG00000122483
CCDC18-AS1,NA,ENSG00000223745
DR1,NA,ENSG00000117505
FNBP1L,NA,ENSG00000137942
BCAR3,NA,ENSG00000137936
DNTTIP2,NA,ENSG00000067334
GCLM,NA,ENSG00000023909
ABCA4,ABCA4,ENSG00000198691
ARHGAP29,NA,ENSG00000137962
ABCD3,NA,ENSG00000117528
F3,NA,ENSG00000117525
SLC44A3,NA,ENSG00000143036
CNN3,NA,ENSG00000117519
CNN3-DT,NA,ENSG00000235501
ALG14,NA,ENSG00000172339
TLCD4,NA,ENSG00000152078
RWDD3-DT,NA,ENSG00000226026
RWDD3,NA,ENSG00000122481
LINC02607,NA,ENSG00000228971
PTBP2,NA,ENSG00000117569
DPYD,NA,ENSG00000188641
DPYD-AS1,NA,ENSG00000232878
MIR137HG,MIR137HG,ENSG00000225206
ENSG00000259946,NA,ENSG00000259946
LINC01776,NA,ENSG00000226053
SNX7,NA,ENSG00000162627
PLPPR5,NA,ENSG00000117598
PLPPR5-AS1,NA,ENSG00000232825
PLPPR4,NA,ENSG00000117600
LINC01708,NA,ENSG00000224445
PALMD,NA,ENSG00000099260
FRRS1,NA,ENSG00000156869
AGL,NA,ENSG00000162688
SLC35A3,NA,ENSG00000117620
MFSD14A,NA,ENSG00000156875
SASS6,NA,ENSG00000156876
TRMT13,NA,ENSG00000122435
LRRC39,NA,ENSG00000122477
DBT,NA,ENSG00000137992
ENSG00000285530,NA,ENSG00000285530
RTCA-AS1,NA,ENSG00000224616
RTCA,NA,ENSG00000137996
CDC14A,NA,ENSG00000079335
GPR88,NA,ENSG00000181656
LINC01349,NA,ENSG00000230402
VCAM1,VCAM1,ENSG00000162692
EXTL2,NA,ENSG00000162694
SLC30A7,NA,ENSG00000162695
DPH5,NA,ENSG00000117543
DPH5-DT,NA,ENSG00000233184
S1PR1,NA,ENSG00000170989
OLFM3,OLFM3,ENSG00000118733
ENSG00000233359,ENSG00000233359,ENSG00000233359
COL11A1,COL11A1,ENSG00000060718
RNPC3-DT,NA,ENSG00000224613
RNPC3,NA,ENSG00000185946
AMY2B,NA,ENSG00000240038
LINC01676,NA,ENSG00000230768
ENSG00000237480,ENSG00000237480,ENSG00000237480
PRMT6,NA,ENSG00000198890
NTNG1,NTNG1,ENSG00000162631
ENSG00000289612,NA,ENSG00000289612
VAV3,VAV3,ENSG00000134215
VAV3-AS1,NA,ENSG00000230489
SLC25A24,NA,ENSG00000085491
EEIG2,NA,ENSG00000162636
HENMT1,NA,ENSG00000162639
ENSG00000285923,NA,ENSG00000285923
ENSG00000290126,NA,ENSG00000290126
PRPF38B,NA,ENSG00000134186
FNDC7,NA,ENSG00000143107
STXBP3,NA,ENSG00000116266
AKNAD1,NA,ENSG00000162641
GPSM2,NA,ENSG00000121957
CLCC1,NA,ENSG00000121940
WDR47,NA,ENSG00000085433
TAF13,NA,ENSG00000197780
TMEM167B-DT,NA,ENSG00000273382
TMEM167B,NA,ENSG00000215717
ENSG00000270066,NA,ENSG00000270066
ELAPOR1,NA,ENSG00000116299
SARS1,NA,ENSG00000031698
CELSR2,NA,ENSG00000143126
PSRC1,NA,ENSG00000134222
MYBPHL,NA,ENSG00000221986
SORT1,NA,ENSG00000134243
PSMA5,NA,ENSG00000143106
ATXN7L2,NA,ENSG00000162650
CYB561D1,NA,ENSG00000174151
AMIGO1,NA,ENSG00000181754
GPR61,NA,ENSG00000156097
GNAI3,NA,ENSG00000065135
ENSG00000225113,NA,ENSG00000225113
AMPD2,NA,ENSG00000116337
GSTM4,NA,ENSG00000168765
GSTM2,NA,ENSG00000213366
GSTM1,NA,ENSG00000134184
GSTM5,NA,ENSG00000134201
GSTM3,NA,ENSG00000134202
CSF1,NA,ENSG00000184371
AHCYL1,NA,ENSG00000168710
STRIP1,NA,ENSG00000143093
ENSG00000258634,NA,ENSG00000258634
ALX3,NA,ENSG00000156150
LINC01397,NA,ENSG00000258673
SLC6A17,NA,ENSG00000197106
KCNC4,NA,ENSG00000116396
RBM15-AS1,NA,ENSG00000227963
RBM15,NA,ENSG00000162775
LAMTOR5-AS1,NA,ENSG00000224699
SLC16A4,NA,ENSG00000168679
SLC16A4-AS1,NA,ENSG00000273373
LAMTOR5,NA,ENSG00000134248
KCNA2,NA,ENSG00000177301
KCNA3,NA,ENSG00000177272
CD53,NA,ENSG00000143119
LRIF1,NA,ENSG00000121931
DRAM2,NA,ENSG00000156171
CEPT1,NA,ENSG00000134255
DENND2D,NA,ENSG00000162777
OVGP1,NA,ENSG00000085465
ENSG00000243960,NA,ENSG00000243960
WDR77,NA,ENSG00000116455
ATP5PB,NA,ENSG00000116459
TMIGD3,NA,ENSG00000121933
ADORA3,NA,ENSG00000282608
RAP1A,NA,ENSG00000116473
LINC01160,NA,ENSG00000231346
INKA2,NA,ENSG00000197852
INKA2-AS1,NA,ENSG00000227811
DDX20,NA,ENSG00000064703
KCND3,NA,ENSG00000171385
LINC02884,NA,ENSG00000231246
CTTNBP2NL,NA,ENSG00000143079
WNT2B,NA,ENSG00000134245
ENSG00000273483,NA,ENSG00000273483
ST7L,NA,ENSG00000007341
CAPZA1,NA,ENSG00000116489
MOV10,NA,ENSG00000155363
RHOC,NA,ENSG00000155366
LINC01356,NA,ENSG00000215866
LINC01357,NA,ENSG00000224167
SLC16A1,NA,ENSG00000155380
SLC16A1-AS1,NA,ENSG00000226419
LRIG2-DT,NA,ENSG00000238198
LRIG2,NA,ENSG00000198799
MAGI3,NA,ENSG00000081026
PHTF1,NA,ENSG00000116793
RSBN1,NA,ENSG00000081019
ENSG00000231128,NA,ENSG00000231128
PTPN22,NA,ENSG00000134242
BCL2L15,NA,ENSG00000188761
AP4B1,NA,ENSG00000134262
HIPK1-AS1,NA,ENSG00000235527
HIPK1,NA,ENSG00000163349
OLFML3,NA,ENSG00000116774
SYT6,NA,ENSG00000134207
ENSG00000232895,NA,ENSG00000232895
TRIM33,NA,ENSG00000197323
BCAS2,NA,ENSG00000116752
DENND2C,NA,ENSG00000175984
NRAS,NA,ENSG00000213281
CSDE1,NA,ENSG00000009307
SIKE1,NA,ENSG00000052723
SYCP1,NA,ENSG00000198765
TSPAN2,NA,ENSG00000134198
NGF-AS1,NA,ENSG00000228035
NGF,NA,ENSG00000134259
VANGL1,NA,ENSG00000173218
CASQ2,NA,ENSG00000118729
SLC22A15,NA,ENSG00000163393
MAB21L3,NA,ENSG00000173212
ATP1A1,NA,ENSG00000163399
ATP1A1-AS1,NA,ENSG00000203865
CD58,NA,ENSG00000116815
IGSF3,NA,ENSG00000143061
PTGFRN,NA,ENSG00000134247
CD101,NA,ENSG00000134256
TTF2,NA,ENSG00000116830
TRIM45,NA,ENSG00000134253
MAN1A2,NA,ENSG00000198162
TENT5C,NA,ENSG00000183508
GDAP2,NA,ENSG00000196505
WDR3,NA,ENSG00000065183
SPAG17,SPAG17,ENSG00000155761
TBX15,NA,ENSG00000092607
WARS2,NA,ENSG00000116874
WARS2-AS1,NA,ENSG00000231365
ENSG00000227712,NA,ENSG00000227712
ZNF697,NA,ENSG00000143067
PHGDH,NA,ENSG00000092621
NOTCH2,NA,ENSG00000134250
SEC22B,NA,ENSG00000265808
ENSG00000290569,NA,ENSG00000290569
NBPF8,NA,ENSG00000270231
ENSG00000290999,NA,ENSG00000290999
NBPF26,NA,ENSG00000273136
LINC00623,NA,ENSG00000226067
PDE4DIPP4,NA,ENSG00000290904
FCGR1BP,NA,ENSG00000291135
H2BP1,NA,ENSG00000291123
FAM72B,NA,ENSG00000188610
SRGAP2C,NA,ENSG00000171943
SRGAP2-AS1,NA,ENSG00000230806
LINC02798,LINC02798,ENSG00000227082
EMBP1,NA,ENSG00000291141
H3-7,NA,ENSG00000273213
ENSG00000289318,NA,ENSG00000289318
NBPF15,NA,ENSG00000266338
SRGAP2B,NA,ENSG00000196369
LINC01145,NA,ENSG00000290867
NBPF20,NA,ENSG00000162825
ENSG00000287374,NA,ENSG00000287374
NBPF25P,NA,ENSG00000291005
GPR89A,NA,ENSG00000117262
RNF115,NA,ENSG00000265491
POLR3C,NA,ENSG00000186141
PIAS3,NA,ENSG00000131788
ANKRD35,NA,ENSG00000198483
ITGA10,NA,ENSG00000143127
PEX11B,NA,ENSG00000131779
RBM8A,NA,ENSG00000265241
LIX1L-AS1,NA,ENSG00000234222
LIX1L,NA,ENSG00000271601
ANKRD34A,NA,ENSG00000272031
POLR3GL,NA,ENSG00000121851
TXNIP,NA,ENSG00000265972
HJV,NA,ENSG00000168509
LINC01719,NA,ENSG00000233396
NBPF10,NA,ENSG00000271425
NOTCH2NLA,NA,ENSG00000264343
ENSG00000290578,NA,ENSG00000290578
ENSG00000291242,NA,ENSG00000291242
ENSG00000289321,NA,ENSG00000289321
ENSG00000290557,NA,ENSG00000290557
ENSG00000291243,NA,ENSG00000291243
NBPF12,NA,ENSG00000268043
PRKAB2,NA,ENSG00000131791
ENSG00000237188,NA,ENSG00000237188
FMO5,NA,ENSG00000131781
CHD1L,NA,ENSG00000131778
LINC00624,NA,ENSG00000278811
BCL9,NA,ENSG00000116128
ENSG00000289419,NA,ENSG00000289419
ACP6,NA,ENSG00000162836
GJA5,NA,ENSG00000265107
GPR89B,NA,ENSG00000188092
LINC02804,NA,ENSG00000274372
NBPF11,NA,ENSG00000263956
LINC02805,NA,ENSG00000232265
ENSG00000227733,NA,ENSG00000227733
LINC01138,NA,ENSG00000274020
ENSG00000291232,NA,ENSG00000291232
NBPF14,NA,ENSG00000270629
NOTCH2NLB,NA,ENSG00000286019
PDE4DIP,NA,ENSG00000178104
NBPF9,NA,ENSG00000269713
ENSG00000274265,NA,ENSG00000274265
ENSG00000289614,NA,ENSG00000289614
ENSG00000291233,NA,ENSG00000291233
NOTCH2NLC,NA,ENSG00000286219
NBPF19,NA,ENSG00000271383
LINC00869,NA,ENSG00000291158
H2BC18,NA,ENSG00000203814
ENSG00000290792,NA,ENSG00000290792
H2BC21,NA,ENSG00000184678
H2AC20,NA,ENSG00000184260
BOLA1,NA,ENSG00000178096
SV2A,NA,ENSG00000159164
SF3B4,NA,ENSG00000143368
MTMR11,NA,ENSG00000014914
OTUD7B,NA,ENSG00000264522
ENSG00000285184,NA,ENSG00000285184
VPS45,NA,ENSG00000136631
PLEKHO1,NA,ENSG00000023902
LINC02988,NA,ENSG00000285554
ANP32E,NA,ENSG00000143401
APH1A,NA,ENSG00000117362
C1orf54,NA,ENSG00000118292
CIART,NA,ENSG00000159208
MRPS21,NA,ENSG00000266472
PRPF3,NA,ENSG00000117360
RPRD2,NA,ENSG00000163125
TARS2,NA,ENSG00000143374
ECM1,NA,ENSG00000143369
FALEC,NA,ENSG00000228126
ADAMTSL4-AS2,NA,ENSG00000237781
MCL1,NA,ENSG00000143384
ENSG00000289457,NA,ENSG00000289457
ENSA,NA,ENSG00000143420
ENSG00000288880,NA,ENSG00000288880
GOLPH3L,NA,ENSG00000143457
HORMAD1,NA,ENSG00000143452
CTSS,NA,ENSG00000163131
CTSK,NA,ENSG00000143387
ARNT,NA,ENSG00000143437
SETDB1,NA,ENSG00000143379
CERS2,NA,ENSG00000143418
ANXA9,NA,ENSG00000143412
MINDY1,NA,ENSG00000143409
PRUNE1,NA,ENSG00000143363
BNIPL,NA,ENSG00000163141
CDC42SE1,NA,ENSG00000197622
MLLT11,NA,ENSG00000213190
GABPB2,NA,ENSG00000143458
SEMA6C,NA,ENSG00000143434
SCNM1,NA,ENSG00000163156
LYSMD1,NA,ENSG00000163155
TMOD4,NA,ENSG00000163157
VPS72,NA,ENSG00000163159
PIP5K1A,NA,ENSG00000143398
PSMD4,NA,ENSG00000159352
ZNF687,NA,ENSG00000143373
PI4KB,NA,ENSG00000143393
RFX5,NA,ENSG00000143390
SELENBP1,NA,ENSG00000143416
PSMB4,NA,ENSG00000159377
POGZ,NA,ENSG00000143442
CGN,NA,ENSG00000143375
TUFT1,NA,ENSG00000143367
SNX27,NA,ENSG00000143376
CELF3,NA,ENSG00000159409
ENSG00000227045,NA,ENSG00000227045
RIIAD1,NA,ENSG00000178796
MRPL9,NA,ENSG00000143436
TDRKH,NA,ENSG00000182134
TDRKH-AS1,NA,ENSG00000203288
C2CD4D-AS1,NA,ENSG00000234614
THEM4,NA,ENSG00000159445
S100A10,NA,ENSG00000197747
S100A11,NA,ENSG00000163191
TCHH,TCHH,ENSG00000159450
FLG-AS1,NA,ENSG00000237975
S100A6,S100A6,ENSG00000197956
ENSG00000285867,NA,ENSG00000285867
S100A16,NA,ENSG00000188643
S100A13,NA,ENSG00000189171
ENSG00000272030,NA,ENSG00000272030
CHTOP,NA,ENSG00000160679
ILF2,NA,ENSG00000143621
NPR1,NA,ENSG00000169418
INTS3,NA,ENSG00000143624
SLC27A3,NA,ENSG00000143554
GATAD2B,NA,ENSG00000143614
DENND4B,NA,ENSG00000198837
CRTC2,NA,ENSG00000160741
SLC39A1,NA,ENSG00000143570
JTB,NA,ENSG00000143543
RAB13,NA,ENSG00000143545
RPS27,RPS27,ENSG00000177954
NUP210L,NA,ENSG00000143552
TPM3,NA,ENSG00000143549
C1orf43,NA,ENSG00000143612
UBAP2L,NA,ENSG00000143569
HAX1,NA,ENSG00000143575
ATP8B2,NA,ENSG00000143515
IL6R-AS1,NA,ENSG00000228013
IL6R,NA,ENSG00000160712
SHE,NA,ENSG00000169291
TDRD10,NA,ENSG00000163239
UBE2Q1,NA,ENSG00000160714
CHRNB2,NA,ENSG00000160716
ADAR,NA,ENSG00000160710
ENSG00000287064,NA,ENSG00000287064
KCNN3,KCNN3,ENSG00000143603
PMVK,NA,ENSG00000163344
PBXIP1,NA,ENSG00000163346
PYGO2,NA,ENSG00000163348
SHC1,NA,ENSG00000160691
FLAD1,NA,ENSG00000160688
ZBTB7B,NA,ENSG00000160685
ADAM15,NA,ENSG00000143537
EFNA3,NA,ENSG00000143590
EFNA1,NA,ENSG00000169242
SLC50A1,NA,ENSG00000169241
KRTCAP2,NA,ENSG00000163463
TRIM46,NA,ENSG00000163462
MUC1,NA,ENSG00000185499
THBS3-AS1,NA,ENSG00000231064
THBS3,NA,ENSG00000169231
MTX1,NA,ENSG00000173171
GBAP1,NA,ENSG00000291137
GBA1,NA,ENSG00000177628
ENTREP3,NA,ENSG00000160767
SCAMP3,NA,ENSG00000116521
CLK2,NA,ENSG00000176444
HCN3,NA,ENSG00000143630
FDPS,NA,ENSG00000160752
RUSC1-AS1,NA,ENSG00000225855
RUSC1,NA,ENSG00000160753
ASH1L,NA,ENSG00000116539
MSTO1,NA,ENSG00000125459
YY1AP1,NA,ENSG00000163374
DAP3,NA,ENSG00000132676
GON4L,NA,ENSG00000116580
SYT11,NA,ENSG00000132718
RIT1,NA,ENSG00000143622
KHDC4,NA,ENSG00000132680
ARHGEF2,NA,ENSG00000116584
SSR2,NA,ENSG00000163479
UBQLN4,NA,ENSG00000160803
LAMTOR2,NA,ENSG00000116586
MEX3A,NA,ENSG00000254726
LMNA,NA,ENSG00000160789
SEMA4A,NA,ENSG00000196189
SLC25A44,NA,ENSG00000160785
PMF1,NA,ENSG00000160783
PAQR6,NA,ENSG00000160781
SMG5,NA,ENSG00000198952
TMEM79,NA,ENSG00000163472
GLMP,NA,ENSG00000198715
CCT3,NA,ENSG00000163468
MIR9-1HG,MIR9-1HG,ENSG00000125462
MEF2D,NA,ENSG00000116604
NAXE,NA,ENSG00000163382
GPATCH4,NA,ENSG00000160818
HAPLN2,NA,ENSG00000132702
BCAN,NA,ENSG00000132692
BCAN-AS2,NA,ENSG00000229953
NES,NA,ENSG00000132688
CRABP2,NA,ENSG00000143320
ISG20L2,NA,ENSG00000143319
METTL25B,NA,ENSG00000143303
MRPL24,NA,ENSG00000143314
HDGF,NA,ENSG00000143321
PRCC,NA,ENSG00000143294
SH2D2A,NA,ENSG00000027869
NTRK1,NA,ENSG00000198400
PEAR1,NA,ENSG00000187800
ARHGEF11,NA,ENSG00000132694
ETV3,NA,ENSG00000117036
FCRL1,NA,ENSG00000163534
KIRREL1,NA,ENSG00000183853
MNDA,NA,ENSG00000163563
IFI16,NA,ENSG00000163565
AIM2,NA,ENSG00000163568
CADM3,NA,ENSG00000162706
DUSP23,NA,ENSG00000158716
SNHG28,NA,ENSG00000188004
ENSG00000272668,NA,ENSG00000272668
CFAP45,CFAP45,ENSG00000213085
TAGLN2,NA,ENSG00000158710
LINC01133,NA,ENSG00000224259
KCNJ10,NA,ENSG00000177807
PIGM,NA,ENSG00000143315
ENSG00000225279,NA,ENSG00000225279
KCNJ9,NA,ENSG00000162728
IGSF8,NA,ENSG00000162729
ATP1A2,ATP1A2,ENSG00000018625
ATP1A4,NA,ENSG00000132681
PEA15,NA,ENSG00000162734
DCAF8,NA,ENSG00000132716
PEX19,NA,ENSG00000162735
COPA,NA,ENSG00000122218
NCSTN,NA,ENSG00000162736
VANGL2,NA,ENSG00000162738
CD84,NA,ENSG00000066294
F11R,NA,ENSG00000158769
USF1,NA,ENSG00000158773
ARHGAP30,NA,ENSG00000186517
PFDN2,NA,ENSG00000143256
NIT1,NA,ENSG00000158793
DEDD,NA,ENSG00000158796
UFC1,NA,ENSG00000143222
USP21,NA,ENSG00000143258
PPOX,NA,ENSG00000143224
B4GALT3,NA,ENSG00000158850
ADAMTS4,NA,ENSG00000158859
NDUFS2,NA,ENSG00000158864
FCER1G,NA,ENSG00000158869
TOMM40L,NA,ENSG00000158882
PCP4L1,NA,ENSG00000248485
MPZ,NA,ENSG00000158887
SDHC,NA,ENSG00000143252
ENSG00000288670,NA,ENSG00000288670
ENSG00000283696,NA,ENSG00000283696
ENSG00000288093,NA,ENSG00000288093
ENSG00000283360,NA,ENSG00000283360
FCGR2A,NA,ENSG00000143226
HSPA6,NA,ENSG00000173110
FCGR3A,NA,ENSG00000203747
FCGR2C,NA,ENSG00000244682
FCGR2B,NA,ENSG00000072694
DUSP12,NA,ENSG00000081721
ATF6,NA,ENSG00000118217
OLFML2B,NA,ENSG00000162745
NOS1AP,NA,ENSG00000198929
C1orf226,NA,ENSG00000239887
UHMK1,NA,ENSG00000152332
UAP1,UAP1,ENSG00000117143
ENSG00000272574,NA,ENSG00000272574
DDR2,NA,ENSG00000162733
HSD17B7,NA,ENSG00000132196
CCDC190,NA,ENSG00000185860
RGS4,NA,ENSG00000117152
RGS5,RGS5,ENSG00000143248
PBX1,NA,ENSG00000185630
RXRG,NA,ENSG00000143171
ENSG00000236206,NA,ENSG00000236206
MGST3,NA,ENSG00000143198
ALDH9A1,NA,ENSG00000143149
TMCO1,NA,ENSG00000143183
TMCO1-AS1,NA,ENSG00000224358
UCK2,NA,ENSG00000143179
FAM78B,NA,ENSG00000188859
ENSG00000229588,ENSG00000229588,ENSG00000229588
POGK,NA,ENSG00000143157
TADA1,NA,ENSG00000152382
ILDR2,NA,ENSG00000143195
MAEL,NA,ENSG00000143194
GPA33,NA,ENSG00000143167
STYXL2,NA,ENSG00000198842
POU2F1,NA,ENSG00000143190
CD247,NA,ENSG00000198821
CREG1,NA,ENSG00000143162
ENSG00000241666,NA,ENSG00000241666
RCSD1,NA,ENSG00000198771
MPZL1,NA,ENSG00000197965
ADCY10,NA,ENSG00000143199
MPC2,NA,ENSG00000143158
DCAF6,NA,ENSG00000143164
GPR161,NA,ENSG00000143147
TIPRL,NA,ENSG00000143155
SFT2D2,NA,ENSG00000213064
TBX19,NA,ENSG00000143178
ENSG00000285622,ENSG00000285622,ENSG00000285622
ATP1B1,NA,ENSG00000143153
NME7,NA,ENSG00000143156
BLZF1,NA,ENSG00000117475
CCDC181,NA,ENSG00000117477
SLC19A2,NA,ENSG00000117479
ENSG00000213062,NA,ENSG00000213062
C1orf112,NA,ENSG00000000460
SELL,NA,ENSG00000188404
METTL18,NA,ENSG00000171806
SCYL3,NA,ENSG00000000457
KIFAP3,NA,ENSG00000075945
GORAB,NA,ENSG00000120370
PRRX1,NA,ENSG00000116132
ENSG00000271811,NA,ENSG00000271811
ENSG00000231424,ENSG00000231424,ENSG00000231424
MROH9,NA,ENSG00000117501
FMO2,NA,ENSG00000094963
FMO4,NA,ENSG00000076258
PRRC2C,NA,ENSG00000117523
VAMP4,NA,ENSG00000117533
METTL13,NA,ENSG00000010165
DNM3,NA,ENSG00000197959
DNM3OS,NA,ENSG00000230630
PIGC,NA,ENSG00000135845
C1orf105,NA,ENSG00000180999
SUCO,NA,ENSG00000094975
ENSG00000224228,NA,ENSG00000224228
TNFSF4,NA,ENSG00000117586
PRDX6-AS1,NA,ENSG00000203739
PRDX6,NA,ENSG00000117592
SLC9C2,NA,ENSG00000162753
ANKRD45,NA,ENSG00000183831
KLHL20,NA,ENSG00000076321
CENPL,NA,ENSG00000120334
DARS2,NA,ENSG00000117593
GAS5,NA,ENSG00000234741
ZBTB37,NA,ENSG00000185278
RC3H1,NA,ENSG00000135870
RC3H1-IT1,NA,ENSG00000236535
RABGAP1L-DT,NA,ENSG00000227373
RABGAP1L,NA,ENSG00000152061
RABGAP1L-IT1,NA,ENSG00000223525
CACYBP,NA,ENSG00000116161
MRPS14,NA,ENSG00000120333
KIAA0040,NA,ENSG00000235750
TNR,TNR,ENSG00000116147
LINC02803,NA,ENSG00000227740
COP1,NA,ENSG00000143207
COP1-DT,NA,ENSG00000236021
PAPPA2,NA,ENSG00000116183
ASTN1,NA,ENSG00000152092
BRINP2,NA,ENSG00000198797
LINC01645,LINC01645,ENSG00000224968
ENSG00000227579,NA,ENSG00000227579
SEC16B,NA,ENSG00000120341
RASAL2,NA,ENSG00000075391
C1orf220,NA,ENSG00000213057
RALGPS2,NA,ENSG00000116191
ANGPTL1,NA,ENSG00000116194
FAM20B,NA,ENSG00000116199
TOR3A,NA,ENSG00000186283
ABL2,NA,ENSG00000143322
SOAT1,NA,ENSG00000057252
AXDND1,NA,ENSG00000162779
TDRD5,NA,ENSG00000162782
FAM163A,FAM163A,ENSG00000143340
TOR1AIP2,NA,ENSG00000169905
TOR1AIP1,NA,ENSG00000143337
CEP350,NA,ENSG00000135837
QSOX1,NA,ENSG00000116260
ACBD6,NA,ENSG00000230124
XPR1,NA,ENSG00000143324
KIAA1614,NA,ENSG00000135835
ENSG00000243155,NA,ENSG00000243155
KIAA1614-AS1,NA,ENSG00000232586
STX6,NA,ENSG00000135823
MR1,NA,ENSG00000153029
IER5,NA,ENSG00000162783
CACNA1E,CACNA1E,ENSG00000198216
ENSG00000287452,NA,ENSG00000287452
LINC01344,NA,ENSG00000228918
GLUL,NA,ENSG00000135821
RNASEL,NA,ENSG00000135828
RGS16,NA,ENSG00000143333
RGS8,NA,ENSG00000135824
NPL,NA,ENSG00000135838
DHX9-AS1,NA,ENSG00000287808
DHX9,NA,ENSG00000135829
LAMC1,NA,ENSG00000135862
LAMC2,NA,ENSG00000058085
NMNAT2,NA,ENSG00000157064
SMG7,NA,ENSG00000116698
NCF2,NA,ENSG00000116701
ARPC5,NA,ENSG00000162704
RGL1,NA,ENSG00000143344
ENSG00000289581,NA,ENSG00000289581
COLGALT2,NA,ENSG00000198756
TSEN15,NA,ENSG00000198860
ENSG00000286655,NA,ENSG00000286655
C1orf21,NA,ENSG00000116667
ENSG00000285847,NA,ENSG00000285847
EDEM3,NA,ENSG00000116406
NIBAN1,NA,ENSG00000135842
RNF2,NA,ENSG00000121481
TRMT1L,NA,ENSG00000121486
SWT1,NA,ENSG00000116668
IVNS1ABP,NA,ENSG00000116679
HMCN1,NA,ENSG00000143341
TPR,NA,ENSG00000047410
ODR4,NA,ENSG00000157181
PDC-AS1,NA,ENSG00000229739
PTGS2,PTGS2,ENSG00000073756
PLA2G4A,PLA2G4A,ENSG00000116711
LINC01036,NA,ENSG00000230426
BRINP3,BRINP3,ENSG00000162670
ENSG00000285638,NA,ENSG00000285638
RGS18,NA,ENSG00000150681
ENSG00000285280,NA,ENSG00000285280
RGS1,NA,ENSG00000090104
RGS2,NA,ENSG00000116741
UCHL5,NA,ENSG00000116750
RO60,NA,ENSG00000116747
GLRX2,NA,ENSG00000023572
CDC73,NA,ENSG00000134371
B3GALT2,NA,ENSG00000162630
LINC01031,NA,ENSG00000232077
ENSG00000227240,NA,ENSG00000227240
KCNT2,KCNT2,ENSG00000162687
CFH,NA,ENSG00000000971
ASPM,NA,ENSG00000066279
ZBTB41,NA,ENSG00000177888
CRB1,NA,ENSG00000134376
DENND1B,NA,ENSG00000213047
NEK7,NA,ENSG00000151414
PTPRC,NA,ENSG00000081237
MIR181A1HG,NA,ENSG00000229989
LINC00862,NA,ENSG00000203721
ENSG00000230623,NA,ENSG00000230623
ZNF281,NA,ENSG00000162702
KIF14,NA,ENSG00000118193
DDX59,NA,ENSG00000118197
DDX59-AS1,NA,ENSG00000260088
CAMSAP2,NA,ENSG00000118200
INAVA,NA,ENSG00000163362
KIF21B,NA,ENSG00000116852
TMEM9,NA,ENSG00000116857
IGFN1,IGFN1,ENSG00000163395
TNNT2,NA,ENSG00000118194
PHLDA3,NA,ENSG00000174307
CSRP1,CSRP1,ENSG00000159176
CSRP1-AS1,NA,ENSG00000224536
NAV1,NA,ENSG00000134369
